序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202209) ,净利润(202209),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2232,300711,广哈通信,广州广哈通信股份有限公司,广东,广州市,1.77亿,1058.45万,456,2017-11-01,,,--,国防、电力,数字与多媒体指挥调度系统及相关产品的研发、生产、销售与服务。
2233,300712,永福股份,福建永福电力设计股份有限公司,福建,福州市,14.94亿,4338.92万,1264,2017-10-31,,,--,电力工程规划咨询业务、发电工程勘察设计、输变电工程勘察设计、EPC工程总承包业务,为客户提供电力能源系统集成解决方案和服务。
2234,300713,英可瑞,深圳市英可瑞科技股份有限公司,广东,深圳市,2.42亿,-1174.86万,451,2017-11-01,,,--,电动汽车充电电源、电力操作电源、其它电源,电力电子行业领域中智能高频开关电源及相关电力电子产品的研发、生产和销售。
2235,300715,凯伦股份,江苏凯伦建材股份有限公司,江苏,苏州市,15.33亿,2141.69万,1493,2017-10-26,,,--,新型建筑防水材料,新型建筑防水材料研发、生产、销售并提供防水工程施工服务。
2236,300716,泉为科技,广东泉为科技股份有限公司,广东,东莞市,10.02亿,1.52亿,2618,2017-11-09,,,--,EVA 环保改性材料及制品、TPR 环保改性材料及制品、改性工程塑料、针织材料及制品、贸易收入、汽车配件,低碳、环保高分子材料及其相关产品业务、供应链管理业务及汽车配件等相关业务。
2237,300717,华信新材,江苏华信新材料股份有限公司,江苏,徐州市,2.49亿,3453.05万,380,2017-11-06,,,--,智能卡卡基材料、环保型装饰装潢薄膜,功能性薄膜材料的研发、生产和销售。
2238,300718,长盛轴承,浙江长盛滑动轴承股份有限公司,浙江,嘉兴市,8.02亿,1.30亿,983,2017-11-06,,,--,金属塑料聚合物自润滑卷制轴承、双金属边界润滑卷制轴承、金属基自润滑轴承、铜基边界润滑卷制轴承、其他自润滑轴承,自润滑轴承的研发、生产和销售。
2239,300719,安达维尔,北京安达维尔科技股份有限公司,北京,北京市,2.63亿,-1029.34万,644,2017-11-09,,,--,航空设备制造及服务,航空机载设备研制、航空维修、测控及地面保障设备研制、复材制造、智能制造解决方案提供等多项业务。
2240,300720,海川智能,广东海川智能机器股份有限公司,广东,佛山市,1.46亿,3472.73万,524,2017-11-06,,,--,计量设备、检测设备、配件,从事自动衡器的研发、生产和销售。
2241,300721,怡达股份,江苏怡达化学股份有限公司,江苏,无锡市,11.78亿,1.19亿,951,2017-11-15,,,--,丙二醇醚及其酯类系列产品、乙二醇醚及其酯类系列产品,醇醚及醇醚酯类有机化工产品的技术研发、生产及销售。
2242,300722,新余国科,江西新余国科科技股份有限公司,江西,新余市,2.56亿,5400.24万,701,2017-11-10,,,--,军品、民品,从事火工品及其相关产品的研发、生产和销售。
2243,300723,一品红,一品红药业股份有限公司,广东,广州市,16.15亿,2.47亿,1079,2017-11-16,,,--,儿童药、特色慢性病药,处方药研发、生产和销售。
2244,300724,捷佳伟创,深圳市捷佳伟创新能源装备股份有限公司,广东,深圳市,42.56亿,8.19亿,2816,2018-08-10,,,--,半导体掺杂沉积光伏设备、湿法工艺光伏设备、自动化配套设备,晶体硅太阳能电池设备研发、生产和销售。
2245,300725,药石科技,南京药石科技股份有限公司,江苏,南京市,11.85亿,2.61亿,2536,2017-11-10,,,--,药物分子砌块,药物分子砌块的研发、工艺开发、生产和销售；基于药物分子砌块的药物发现解决方案；基于药物分子砌块的药物开发和生产服务（CDMO）。
2246,300726,宏达电子,株洲宏达电子股份有限公司,湖南,株洲市,16.81亿,7.34亿,2353,2017-11-21,,,--,电子元器件,以高可靠电子元器件和电路模块为核心进行研发、生产、销售及相关服务。
2247,300727,润禾材料,宁波润禾高新材料科技股份有限公司,浙江,宁波市,9.27亿,7135.89万,476,2017-11-27,,,--,有机硅深加工、其应用产品,有机硅应用材料的研发、生产、销售、应用服务。
2248,300729,乐歌股份,乐歌人体工学科技股份有限公司,浙江,宁波市,23.12亿,1.58亿,3049,2017-12-01,,,--,人体工学工作站系列产品、人体工学大屏支架,人体工学产品的研发、生产及销售。
2249,300730,科创信息,湖南科创信息技术股份有限公司,湖南,长沙市,2.32亿,-791.64万,1353,2017-12-05,,,--,数字政府、智慧企业,为政企客户提供集软件开发、系统集成、IT运维等于一体的信息化综合解决方案。
2250,300731,科创新源,深圳科创新源新材料股份有限公司,广东,深圳市,3.73亿,-3959.23万,752,2017-12-08,,,--,防水密封胶带、防水密封套管、绝缘防火材料、密封条,高分子材料的研发、生产和销售，并为客户提供相应的整体解决方案。
2251,300732,设研院,河南省交通规划设计研究院股份有限公司,河南,郑州市,15.29亿,1.52亿,3716,2017-12-12,,,--,工程设计、咨询及管理、工程总承包、运营业务及其他、其他,咨询、规划、勘察、设计、测绘、试验、检测、监测、工程总承包、工程管理等工程咨询服务。
2252,300733,西菱动力,成都西菱动力科技股份有限公司,四川,成都市,7.34亿,4697.00万,2375,2018-01-16,,,--,汽车发动机零配件、皮带轮,"从事汽车发动机零部件研发,设计,制造,销售以及军品及民用航空零部件的精密制造加工。"
2253,300735,光弘科技,惠州光弘科技股份有限公司,广东,惠州市,30.20亿,2.41亿,13708,2017-12-29,,,--,消费电子类、网络通讯类、物联网、汽车电子类、智能穿戴类,消费电子类、网络通讯类、汽车电子类等电子产品的PCBA和成品组装，并提供制程技术研发、工艺设计、采购管理、生产控制、仓储物流等完整服务的电子制造服务（EMS）。
2254,300736,百邦科技,北京百华悦邦科技股份有限公司,北京,北京市,1.96亿,-2559.00万,608,2018-01-09,,,--,居民服务、修理及其他服务,手机售后服务。
2255,300737,科顺股份,科顺防水科技股份有限公司,广东,佛山市,59.57亿,2.68亿,4113,2018-01-25,,,--,防水卷材、防水涂料、防水工程,新型建筑防水材料的研发、生产和销售及防水工程施工。
2256,300738,奥飞数据,广东奥飞数据科技股份有限公司,广东,广州市,8.27亿,1.10亿,274,2018-01-19,,,--,IDC服务、其他互联网综合服务、系统集成项目,提供IDC及互联网综合服务。
2257,300739,明阳电路,深圳明阳电路科技股份有限公司,广东,深圳市,15.47亿,1.47亿,2568,2018-02-01,,,--,单/双面板、高多层板,印制电路板(PCB)研发、生产和销售。
2258,300740,水羊股份,水羊集团股份有限公司,湖南,长沙市,33.43亿,1.18亿,2954,2018-02-08,,,--,面膜、水乳膏霜,化妆品的研发、生产与销售。
2259,300741,华宝股份,华宝香精股份有限公司,西藏,拉萨市,13.66亿,5.44亿,1235,2018-03-01,,,--,香精,香精与食品配料的研发、生产和销售。
2260,300742,越博动力,南京越博动力系统股份有限公司,江苏,南京市,2.26亿,-1.21亿,312,2018-05-08,,,--,新能源汽车,专业从事新能源汽车动力总成系统的研发、生产和销售，为整车制造厂商提供整体动力系统解决方案。
2261,300743,天地数码,杭州天地数码科技股份有限公司,浙江,杭州市,4.41亿,2749.92万,515,2018-04-27,,,--,热转印碳带,热转印碳带的研发、生产和销售。
2262,300745,欣锐科技,深圳欣锐科技股份有限公司,广东,深圳市,10.63亿,702.07万,1047,2018-05-23,,,--,车载DC/DC变换器、车载充电机、车载电源集成产品,新能源汽车车载电源的研发、生产、销售、技术服务。
2263,300746,汉嘉设计,汉嘉设计集团股份有限公司,浙江,杭州市,15.54亿,4077.06万,2006,2018-05-25,,,--,建筑设计、装饰景观市政设计、EPC总承包,从事建筑设计、市政公用及环境设计、燃气热力及能源设计、园林景观设计、装饰设计等设计业务，EPC总承包及全过程咨询等其他业务。
2264,300747,锐科激光,武汉锐科光纤激光技术股份有限公司,湖北,武汉市,23.21亿,4197.62万,4055,2018-06-25,,,--,脉冲光纤激光器、连续光纤激光器、技术开发服务,光纤激光器及其关键器件与材料的研发、生产和销售。
2265,300748,金力永磁,江西金力永磁科技股份有限公司,江西,赣州市,52.13亿,6.88亿,5003,2018-09-21,,,--,钕铁硼磁钢,高性能稀土永磁材料及磁组件的研发、生产、销售。
2266,300749,顶固集创,广东顶固集创家居股份有限公司,广东,中山市,7.55亿,4108.06万,1933,2018-09-25,,,--,定制衣柜及配套家具、精品五金、定制生态门,从事定制衣柜及配套家具、精品五金、智能五金、定制生态门和其他智能家居产品的研发、生产和销售。
2267,300750,宁德时代,宁德时代新能源科技股份有限公司,福建,宁德市,2103.40亿,196.32亿,118914,2018-06-11,,,--,电池系统、相关电池材料,动力电池、储能电池和电池回收利用产品的研发、生产和销售及售后服务。
2268,300751,迈为股份,苏州迈为科技股份有限公司,江苏,苏州市,30.16亿,6.65亿,2736,2018-11-09,,,--,太阳能电池丝网印刷生产线成套设备、单机,智能制造装备的设计、研发、生产与销售。
2269,300752,隆利科技,深圳市隆利科技股份有限公司,广东,深圳市,10.12亿,-4771.43万,2650,2018-11-30,,,--,背光显示模组,背光显示模组的研发、生产和销售。
2270,300753,爱朋医疗,江苏爱朋医疗科技股份有限公司,江苏,南通市,2.14亿,-5381.87万,774,2018-12-13,,,--,疼痛管理产品、鼻腔护理产品、医疗器械设备CXO、代理产品,疼痛管理及鼻腔护理领域用医疗器械产品研发、生产及销售。
2271,300755,华致酒行,华致酒行连锁管理股份有限公司,云南,迪庆藏族自治州,74.80亿,3.56亿,1868,2019-01-29,,,--,白酒、葡萄酒、进口烈性酒,酒类商品销售。
2272,300756,金马游乐,广东金马游乐股份有限公司,广东,中山市,3.59亿,1330.87万,1115,2018-12-28,,,--,游乐设施、配件及维修,游乐设施、影视类沉浸式游乐项目研发、制造、销售和文旅终端运营。
2273,300757,罗博特科,罗博特科智能科技股份有限公司,江苏,苏州市,5.61亿,64.50万,629,2019-01-08,,,--,工业自动化设备及执行系统、智能制造系统,研制高端自动化装备和基于工业互联网技术的智能制造执行系统软件（MES）。
2274,300758,七彩化学,鞍山七彩化学股份有限公司,辽宁,鞍山市,9.30亿,3420.60万,1922,2019-02-22,,,--,苯并咪唑酮系列、偶氮缩合系列、偶氮颜料系列、异吲哚啉系列、溶剂染料系列、中间体及材料单体,高性能有机颜料、溶剂染料及相关中间体的研发、生产与销售。
2275,300759,康龙化成,康龙化成(北京)新药技术股份有限公司,北京,北京市,74.03亿,9.44亿,19481,2019-01-28,,,--,实验室服务、CMC(小分子CDMO)服务、临床研究服务、大分子和细胞与基因治疗服务,药物研究、开发及生产服务，为客户提供药物发现和药物开发的全流程一体化服务。
2276,300760,迈瑞医疗,深圳迈瑞生物医疗电子股份有限公司,广东,深圳市,232.96亿,81.06亿,14684,2018-10-16,,,--,生命信息与支持类产品、体外诊断类产品、医学影像类产品,医疗器械的研发、制造、营销及服务。
2277,300761,立华股份,江苏立华牧业股份有限公司,江苏,常州市,101.22亿,6.50亿,6298,2019-02-18,,,--,养殖业务,黄羽肉鸡的养殖、屠宰和销售，以及商品肉猪及肉鹅的养殖和销售。
2278,300762,上海瀚讯,上海瀚讯信息技术股份有限公司,上海,上海市,3.86亿,8936.12万,498,2019-03-14,,,--,宽带移动通信设备、集成产品,"从事行业宽带移动通信设备的研发、制造、销售及工程实施,结合业务应用软件、指挥调度软件等配套产品,向客户提供行业宽带移动通信系统的整体解决方案。"
2279,300763,锦浪科技,锦浪科技股份有限公司,浙江,宁波市,41.67亿,7.03亿,2342,2019-03-19,,,--,并网逆变器、储能逆变器、新能源电力,从事分布式光伏发电系统核心设备组串式逆变器研发、生产、销售和服务。
2280,300765,新诺威,石药集团新诺威制药股份有限公司,河北,石家庄市,15.49亿,4.63亿,1945,2019-03-22,,,--,咖啡因类产品、保健食品类产品,功能食品的研发、生产与销售。
2281,300766,每日互动,每日互动股份有限公司,浙江,杭州市,3.88亿,2357.78万,764,2019-03-25,,,--,数据智能服务,为移动应用开发者提供高效的消息推送、丰富的用户画像、精确的数据统计等技术服务。
2282,300767,震安科技,震安科技股份有限公司,云南,昆明市,6.53亿,7931.88万,917,2019-03-29,--,,--,隔震产品、减震产品,从事建筑减隔震技术咨询，减隔震结构分析设计，减隔震产品研发、生产、销售、检测、安装指导及更换，减隔震建筑监测，售后维护等成套解决方案。
2283,300768,迪普科技,杭州迪普科技股份有限公司,浙江,杭州市,6.06亿,6816.59万,1357,2019-04-12,,,--,网络安全产品、应用交付产品、基础网络产品、服务类业务,企业级网络通信产品的研发、生产、销售以及为用户提供相关专业服务。
2284,300769,德方纳米,深圳市德方纳米科技股份有限公司,广东,深圳市,144.16亿,18.40亿,7822,2019-04-15,,,--,纳米磷酸铁锂、碳纳米管导电液,纳米磷酸铁锂材料的研发、生产和销售。
2285,300770,新媒股份,广东南方新媒体股份有限公司,广东,广州市,11.05亿,5.13亿,338,2019-04-19,,,--,IPTV基础业务、互联网视听业务、商务运营业务、内容版权业务,IPTV基础业务、互联网视听业务、内容版权业务及商务运营业务。
2286,300771,智莱科技,深圳市智莱科技股份有限公司,广东,深圳市,7.24亿,1.69亿,2793,2019-04-22,,,--,智能快件箱类设备、自助电子寄存柜类设备、智能恒温及售卖类设备、其他定制类智能交互设备,"智能保管,智能交付,智能售卖及相关自动化设备和技术解决方案业务。"
2287,300772,运达股份,浙江运达风电股份有限公司,浙江,杭州市,106.22亿,4.59亿,1801,2019-04-26,,,--,风力发电机组,大型风力发电机组的研发、生产和销售。
2288,300773,拉卡拉,拉卡拉支付股份有限公司,北京,北京市,43.79亿,4.13亿,2483,2019-04-25,,,--,支付业务、科技服务、供应链运营业务,商户支付类业务和商户科技服务类业务。
2289,300774,倍杰特,倍杰特集团股份有限公司,北京,北京市,5.92亿,1.27亿,451,2021-08-04,,,--,水处理解决方案、运营管理及技术服务、商品制造与销售,聚焦于污水资源化再利用和水深度处理，依托自主研发的高含盐废水零排放分盐技术、中水高效回用工艺技术、高盐复杂废水减量化工艺技术等一系列核心技术，为客户提供水处理解决方案、运营管理及技术服务、商品制造与销售服务。
2290,300775,三角防务,西安三角防务股份有限公司,陕西,西安市,14.63亿,4.69亿,388,2019-05-21,,,--,特种合金锻压,航空、航天、船舶等行业锻件产品的研制、生产、销售和服务。
2291,300776,帝尔激光,武汉帝尔激光科技股份有限公司,湖北,武汉市,10.53亿,3.36亿,643,2019-05-17,,,--,PERC激光消融设备、SE激光掺杂设备、MWT系列激光设备、全自动高速激光划片/裂片机、LID/R激光修复设备、激光扩硼设备等激光设备,精密激光加工解决方案的设计及其配套设备的研发、生产和销售。
2292,300777,中简科技,中简科技股份有限公司,江苏,常州市,5.19亿,3.20亿,263,2019-05-16,,,--,碳纤维,从事高性能碳纤维及相关产品研发、生产、销售和技术服务。
2293,300778,新城市,深圳市新城市规划建筑设计股份有限公司,广东,深圳市,3.22亿,5292.84万,948,2019-05-10,,,--,专业技术服务、租赁物业服务,工程设计、城乡规划及工程咨询。
2294,300779,惠城环保,青岛惠城环保科技集团股份有限公司,山东,青岛市,2.42亿,-970.94万,587,2019-05-22,,,--,危险废物处理处置服务、资源化综合利用产品,炼油企业提供废催化剂处理处置服务，研发、生产、销售FCC催化剂(新剂)、复活催化剂、再生平衡剂等资源化综合利用产品。
2295,300780,德恩精工,四川德恩精工科技股份有限公司,四川,眉山市,5.22亿,1.04亿,1994,2019-05-31,,,--,皮带轮、锥套、同步带轮、胀套、链轮、减速器、齿轮箱、联轴器、法兰、工业皮带,皮带轮、锥套等机械传动零部件及其配套产品的研发、设计、生产和销售；同时也根据客户需求提供定制化的非标机械零部件产品。
2296,300781,因赛集团,广东因赛品牌营销集团股份有限公司,广东,广州市,3.78亿,4791.97万,631,2019-06-06,,,--,品牌管理、媒介代理、公关传播、数字营销,从事整合营销传播代理服务。
2297,300782,卓胜微,江苏卓胜微电子股份有限公司,江苏,无锡市,30.17亿,9.85亿,1037,2019-06-18,,,--,射频开关、射频低噪声放大器、射频滤波器、射频功率放大器、低功耗蓝牙微控制器,射频集成电路领域的研究、开发与销售。
2298,300783,三只松鼠,三只松鼠股份有限公司,安徽,芜湖市,53.33亿,9349.96万,4613,2019-07-12,,,--,休闲食品,自有品牌休闲食品的研发、检测、分装及销售。
2299,300785,值得买,北京值得买科技股份有限公司,北京,北京市,8.15亿,2651.40万,2118,2019-07-15,,,--,互联网、互联网相关服务,运营消费内容平台什么值得买网站(www.smzdm.com)及相应的移动端。
2300,300786,国林科技,青岛国林科技集团股份有限公司,山东,青岛市,1.98亿,1196.70万,678,2019-07-23,,,--,大型臭氧发生器系统设备及配套,臭氧产生机理研究、臭氧设备设计与制造、臭氧应用工程方案设计与臭氧系统设备安装、调试、运行及维护
2301,300787,海能实业,安福县海能实业股份有限公司,江西,吉安市,18.88亿,3.03亿,7565,2019-08-15,,,--,线束类、信号适配器类、电源适配器类,从事消费电子产品，包括信号线束、信号适配器、电源适配器和电声产品的设计及生产。
2302,300788,中信出版,中信出版集团股份有限公司,北京,北京市,13.27亿,1.33亿,1076,2019-07-05,,,--,图书出版与发行业务、知识服务业务、文化消费业务,图书出版与发行业务、知识服务业务和文化消费业务。
2303,300789,唐源电气,成都唐源电气股份有限公司,四川,成都市,2.22亿,2645.26万,456,2019-08-28,,,--,牵引供电检测监测系统、工务工程检测监测系统、信息化管理系统、技术服务及其他,轨道交通行业牵引供电、工务工程、车辆工程检测监测及智能运维信息化管理系统的研发、制造和销售。
2304,300790,宇瞳光学,东莞市宇瞳光学科技股份有限公司,广东,东莞市,13.59亿,9790.39万,1829,2019-09-20,,,--,光学镜头,光学镜头等产品设计、研发、生产和销售。
2305,300791,仙乐健康,仙乐健康科技股份有限公司,广东,汕头市,17.88亿,1.76亿,2456,2019-09-25,,,--,软胶囊、片剂、粉剂、软糖、硬胶囊、口服液,提供营养保健食品领域一家集研发、生产、销售、技术服务为一体的综合服务。
2306,300792,壹网壹创,杭州壹网壹创科技股份有限公司,浙江,杭州市,10.15亿,1.60亿,2195,2019-09-27,,,--,品牌线上服务、线上分销、内容服务,为国内外快速消费品品牌企业提供全网各渠道电子商务经销服务和电子商务综合运营服务。
2307,300793,佳禾智能,佳禾智能科技股份有限公司,广东,东莞市,17.91亿,1.55亿,6593,2019-10-18,,,--,电子,智能电声产品和智能穿戴产品等智能硬件的研发、生产和销售。
2308,300795,米奥会展,浙江米奥兰特商务会展股份有限公司,浙江,杭州市,1.39亿,-1800.61万,643,2019-10-22,,,--,展会,全球在线数字展览业务。
2309,300796,贝斯美,绍兴贝斯美化工股份有限公司,浙江,绍兴市,5.46亿,1.18亿,492,2019-11-15,,,--,农药医药中间体、农药原药、农药制剂,以4-硝等中间体、二甲戊灵原药和二甲戊灵制剂等产品为主的研发、生产及销售。
2310,300797,钢研纳克,钢研纳克检测技术股份有限公司,北京,北京市,5.23亿,7243.68万,1040,2019-11-01,,,--,第三方检测服务、检测分析仪器、标准物质/标准样品、能力验证服务、腐蚀防护工程与产品,金属材料检测技术的研究、开发和应用。
2311,300798,锦鸡股份,江苏锦鸡实业股份有限公司,江苏,泰州市,7.18亿,1887.30万,683,2019-11-22,,,--,染色染料、印花染料,染料的研发、生产和销售。
2312,300799,左江科技,北京左江科技股份有限公司,北京,北京市,3727.91万,-9031.05万,278,2019-10-29,,,--,安全双主机系列平台、安全多主机系列平台、移动安全双主机平台、单板卡安全平台、专用芯片,信息安全领域相关的软硬件平台、板卡和芯片的设计、开发、生产与销售。
2313,300800,力合科技,力合科技(湖南)股份有限公司,湖南,长沙市,3.82亿,7419.03万,960,2019-11-06,,,--,水质监测系统、空气/烟气监测系统、环境监测信息管理系统、运营服务,环境监测系统研发、生产和销售及运营服务。
2314,300801,泰和科技,山东泰和科技股份有限公司,山东,枣庄市,20.91亿,3.27亿,875,2019-11-28,,,--,水处理剂及联副产品,水处理剂的研发、生产和销售。
2315,300802,矩子科技,上海矩子科技股份有限公司,上海,上海市,5.02亿,8401.37万,832,2019-11-14,,,--,机器视觉设备、控制线缆组件、控制单元及设备,智能设备及组件的研发、生产和销售。
2316,300803,指南针,北京指南针科技发展股份有限公司,北京,北京市,11.01亿,3.14亿,1711,2019-11-18,,,--,互联网金融服务,提供金融信息服务、证券投资咨询。
2317,300805,电声股份,广东电声市场营销股份有限公司,广东,广州市,16.52亿,-2582.95万,11370,2019-11-21,,,--,互动展示、零售终端管理、品牌传播、数字零售,互动展示、零售终端管理、品牌传播等营销活动的策划、执行、监测、反馈服务。
2318,300806,斯迪克,江苏斯迪克新材料科技股份有限公司,江苏,苏州市,16.17亿,1.67亿,1393,2019-11-25,,,--,电子级胶粘材料、功能性薄膜材料、热管理复合材料、薄膜包装材料,全品类功能性涂层复合材料研发、生产、销售。
2319,300807,天迈科技,郑州天迈科技股份有限公司,河南,郑州市,1.41亿,-1884.79万,671,2019-12-19,,,--,智能公交调度系统、远程监控系统、智能公交收银系统、充电运营管理系统,基于车联网技术为城市公交运营、管理及服务提供综合解决方案。
2320,300808,久量股份,广东久量股份有限公司,广东,广州市,4.03亿,-1369.30万,685,2019-11-29,,,--,LED移动照明、LED家居照明,LED照明产品的设计、研发、生产和销售。
2321,300809,华辰装备,华辰精密装备(昆山)股份有限公司,江苏,苏州市,2.41亿,2789.26万,528,2019-12-04,--,,--,全自动数控轧辊磨床,全自动高精度数控轧辊磨床研发生产。
2322,300810,中科海讯,北京中科海讯数字科技股份有限公司,北京,北京市,1.38亿,566.82万,261,2019-12-06,,,--,信号处理平台、水声大数据与仿真系统、声纳系统、无人探测系统,声纳领域相关产品的研发、生产和销售。
2323,300811,铂科新材,深圳市铂科新材料股份有限公司,广东,深圳市,7.44亿,1.31亿,1255,2019-12-30,,,--,电子元器件,主要从事金属软磁粉和金属软磁粉芯的研发、生产和销售。
2324,300812,易天股份,深圳市易天自动化设备股份有限公司,广东,深圳市,4.59亿,3837.00万,733,2020-01-09,,,--,偏光片贴附系列设备、背光组装系列设备、全贴合系列设备、其它设备,平板显示模组设备的研发、生产和销售。
2325,300813,泰林生物,浙江泰林生物技术股份有限公司,浙江,杭州市,2.34亿,4726.00万,869,2020-01-14,,,--,生命科学类产品、生物技术类产品、分析仪器类产品,微生物检测与控制技术系统产品、有机物分析仪器等制药装备的研发、制造和销售。
2326,300814,中富电路,深圳中富电路股份有限公司,广东,深圳市,11.40亿,6804.52万,2115,2021-08-12,--,,--,单/双面板、多层板,"从事印制电路板(PrintedCircuitBoard,简称PCB)研发、生产和销售的高新技术企业。"
2327,300815,玉禾田,玉禾田环境发展集团股份有限公司,安徽,安庆市,39.45亿,4.31亿,74916,2020-01-23,,,--,物业清洁、市政环卫、其他业务,市政环卫和物业清洁。
2328,300816,艾可蓝,安徽艾可蓝环保股份有限公司,安徽,池州市,6.16亿,1728.60万,678,2020-02-10,,,--,发动机尾气后处理,发动机尾气后处理系统的研发、生产与销售。
2329,300817,双飞股份,浙江双飞无油轴承股份有限公司,浙江,嘉兴市,5.28亿,4654.19万,1111,2020-02-18,,,--,轴承,自润滑轴承、自润滑轴承用复合材料及铜粉的研发、生产及销售。
2330,300818,耐普矿机,江西耐普矿机股份有限公司,江西,上饶市,5.75亿,1.50亿,708,2020-02-12,--,,--,磨矿系统作业、矿浆输送分级系统作业、浮选系统作业,重型矿山选矿装备及其新材料耐磨备件的研发、生产、销售和服务。
2331,300819,聚杰微纤,江苏聚杰微纤科技集团股份有限公司,江苏,苏州市,4.89亿,4210.44万,1303,2020-03-12,,,--,超细纤维制成品、超细纤维仿皮面料、超细纤维功能面料、超细纤维无尘洁净制品,超细复合纤维面料及制成品的研发、生产、销售。
2332,300820,英杰电气,四川英杰电气股份有限公司,四川,德阳市,7.72亿,2.08亿,762,2020-02-13,,,--,光伏行业、冶金玻纤及其他、半导体等电子材料、科研院所,以功率控制电源、特种电源为代表的工业电源设备的研发、生产与销售
2333,300821,东岳硅材,山东东岳有机硅材料股份有限公司,山东,淄博市,51.79亿,5.79亿,1245,2020-03-12,,,--,有机硅化学原料制造,有机硅材料的研发、生产和销售。
2334,300822,贝仕达克,深圳贝仕达克技术股份有限公司,广东,深圳市,7.96亿,6074.19万,1927,2020-03-13,,,--,智能控制器、智能产品,智能控制器及智能产品的研发、生产和销售。
2335,300823,建科机械,建科机械(天津)股份有限公司,天津,天津市,3.07亿,3362.70万,650,2020-03-19,--,,--,单件钢筋成型机械、组合钢筋成型机械、钢筋强化机械,智能化中高端数控钢筋加工装备及配套软件的研发、设计、生产和销售，并提供智能化数控钢筋加工的整体解决方案。
2336,300824,北鼎股份,深圳市北鼎晶辉科技股份有限公司,广东,深圳市,5.35亿,2671.15万,943,2020-06-19,,,--,厨房小家电,北鼎BUYDEEM”自主品牌业务和OEM/ODM业务。
2337,300825,阿尔特,阿尔特汽车技术股份有限公司,北京,北京市,6.78亿,7725.39万,1900,2020-03-27,,,--,燃油汽车整车设计、新能源汽车整车设计、高端零部件,新能源汽车和燃油汽车全流程研发及其他汽车行业相关的技术服务。
2338,300826,测绘股份,南京市测绘勘察研究院股份有限公司,江苏,南京市,3.84亿,3029.20万,1233,2020-04-03,,,--,工程测勘技术服务、测绘服务、地理信息系统集成与服务,"利用时空信息的现代专业测勘方法、先进的数据处理技术以及信息化技术,为建设工程、城市精细化及智能化管理、空间位置信息的行业应用提供包括地理信息数据采集、加工处理、集成服务等在内的专业技术服务。"
2339,300827,上能电气,上能电气股份有限公司,江苏,无锡市,10.66亿,4541.03万,802,2020-04-10,,,--,光伏逆变器、储能双向变流器(PCS)、有源滤波器(APF)、低压无功补偿器(SVG)、智能电能质量矫正装置(SPC),电力电子设备的研发、生产、销售。
2340,300828,锐新科技,天津锐新昌科技股份有限公司,天津,天津市,5.76亿,7831.88万,634,2020-04-21,,,--,电力电子散热器、汽车轻量化及新能源汽车部品及部件、自动化设备及医疗设备精密部品及部件,工业精密铝合金部件的研发、生产和销售。
2341,300829,金丹科技,河南金丹乳酸科技股份有限公司,河南,周口市,11.59亿,1.03亿,1249,2020-04-22,,,--,乳酸、乳酸盐类、乳酸酯类、副产品,研发、生产、销售乳酸及其系列产品。
2342,300830,金现代,金现代信息产业股份有限公司,山东,济南市,2.90亿,-2130.90万,2640,2020-05-06,,,--,软件开发及实施、运行维护服务、其他,向供电企业、发电企业、铁路企业等提供软件开发、实施及运行维护等服务。
2343,300831,派瑞股份,西安派瑞功率半导体变流技术股份有限公司,陕西,西安市,1.36亿,4627.22万,400,2020-05-07,,,--,电力电子器件、电力电子装置,电力半导体器件和装置的研发、生产、实验调试和销售服务。
2344,300832,新产业,深圳市新产业生物医学工程股份有限公司,广东,深圳市,22.97亿,9.25亿,2298,2020-05-12,,,--,仪器及配套软件、试剂,体外诊断产品的研发、生产、销售及服务。
2345,300833,浩洋股份,广州市浩洋电子股份有限公司,广东,广州市,9.29亿,3.05亿,955,2020-05-20,,,--,演艺灯光设备、紫外线消毒设备,舞台娱乐灯光设备、建筑照明设备和桁架等产品的研发、生产与销售。
2346,300834,星辉环材,星辉环保材料股份有限公司,--,--,13.87亿,1.01亿,194,2022-01-13,--,,--,高抗冲聚苯乙烯（HIPS）系列产品、通用级聚苯乙烯（GPPS）系列产品,从事高分子新材料聚苯乙烯研发、生产与销售。
2347,300835,龙磁科技,安徽龙磁科技股份有限公司,安徽,合肥市,6.76亿,8726.06万,2069,2020-05-25,,,--,永磁及电机部件、软磁及新能源器件,高性能永磁铁氧体材料研发、生产和销售
2348,300836,佰奥智能,昆山佰奥智能装备股份有限公司,江苏,苏州市,2.81亿,1102.61万,797,2020-05-28,,,--,智能组装设备、零组件,公司主要从事智能制造装备的设计、制造、加工和销售。
2349,300837,浙矿股份,浙矿重工股份有限公司,浙江,湖州市,5.22亿,1.39亿,391,2020-06-05,--,,--,矿用装备、资源回收装备,大型矿山机械设备、资源再生处置利用设备的研发、设计、生产、销售和服务。
2350,300838,浙江力诺,浙江力诺流体控制科技股份有限公司,浙江,温州市,7.15亿,7332.95万,728,2020-06-08,,,--,开关阀、调节阀、工艺阀、配件,工业控制阀的研发、生产和销售，能够设计和生产适用于不同行业、不同市场需求的控制阀产品，提供个性化、多样化、系统化的控制阀解决方案。
